crime_id,latitude,longitude,district,area_name,road_name,crime_type,crime_severity,crime_date,crime_time,victim_gender,police_station,risk_score
C01603,28.547347,77.195248,South Delhi,Hauz Khas,Sri Aurobindo Marg,Robbery,4,2025-05-09,16:41:18,Other,Police Station Malviya Nagar,46
C01604,28.524434,77.203031,South Delhi,Hauz Khas,Sri Aurobindo Marg,Harassment,2,2024-11-15,11:48:08,Female,Saket Police Station,31
C01605,28.577023,77.242572,South Delhi,Lajpat Nagar,Ring Road,Burglary,3,2024-10-02,01:17:47,Male,Police Station Malviya Nagar,55
C01606,28.566673,77.25302,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Vehicle Theft,2,2024-08-31,00:18:11,Male,Police Station Malviya Nagar,40
C01607,28.530221,77.199113,South Delhi,Saket,Mandir Marg,Snatching,3,2024-10-31,10:38:14,Male,Police Station Malviya Nagar,30
C01608,28.518692,77.215118,South Delhi,Saket,Mandir Marg,Vehicle Theft,2,2025-04-08,10:50:58,Male,Saket Police Station,15
C01609,28.566908,77.244406,South Delhi,Lajpat Nagar,Ring Road,Assault,4,2024-09-27,19:58:47,Female,Police Station Malviya Nagar,70
C01610,28.52438,77.202139,South Delhi,Saket,Press Enclave Marg,Burglary,3,2025-02-08,13:42:33,Male,Saket Police Station,30
C01611,28.55792,77.245384,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Assault,4,2024-10-13,16:01:31,Male,Police Station Malviya Nagar,45
C01612,28.525268,77.207821,South Delhi,Saket,Saket District Centre Road,Chain Snatching,3,2024-07-19,12:04:05,Female,Saket Police Station,30
C01613,28.579917,77.249264,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Theft,2,2025-03-25,03:59:19,Female,Police Station Malviya Nagar,40
C01614,28.551886,77.197762,South Delhi,Hauz Khas,Sri Aurobindo Marg,Vehicle Theft,2,2024-11-16,21:17:26,Female,Police Station Malviya Nagar,41
C01615,28.560655,77.242849,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Theft,2,2024-12-13,13:06:09,Male,Police Station Malviya Nagar,15
C01616,28.554233,77.200117,South Delhi,Hauz Khas,Sri Aurobindo Marg,Vehicle Theft,2,2025-03-02,05:18:47,Female,Police Station Malviya Nagar,41
C01617,28.511872,77.203836,South Delhi,Saket,Press Enclave Marg,Burglary,3,2025-01-11,19:04:24,Female,Saket Police Station,70
C01618,28.521152,77.199265,South Delhi,Saket,Mandir Marg,Burglary,3,2025-03-01,16:55:55,Female,Saket Police Station,30
C01619,28.562662,77.226256,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Burglary,3,2025-02-08,03:10:12,Male,Police Station Malviya Nagar,75
C01620,28.542807,77.189558,South Delhi,Hauz Khas,August Kranti Marg,Theft,2,2024-12-26,10:04:53,Male,Police Station Malviya Nagar,31
C01621,28.528637,77.207283,South Delhi,Hauz Khas,Sri Aurobindo Marg,Burglary,3,2025-03-15,18:12:11,Female,Police Station Malviya Nagar,46
C01622,28.531705,77.215772,South Delhi,Saket,Press Enclave Marg,Snatching,3,2025-05-24,14:53:18,Male,Saket Police Station,30
C01623,28.575109,77.25125,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Harassment,2,2025-02-17,20:01:21,Female,Police Station Malviya Nagar,55
C01624,28.525339,77.1962,South Delhi,Saket,Saket District Centre Road,Snatching,3,2025-03-05,20:30:23,Male,Police Station Malviya Nagar,55
C01625,28.554147,77.202985,South Delhi,Hauz Khas,Sri Aurobindo Marg,Burglary,3,2025-06-18,22:25:57,Male,Police Station Malviya Nagar,56
C01626,28.532895,77.212311,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Snatching,3,2025-03-05,09:07:46,Other,Police Station Malviya Nagar,31
C01627,28.563612,77.242654,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Burglary,3,2025-03-05,17:03:57,Male,Police Station Malviya Nagar,30
C01628,28.521609,77.200339,South Delhi,Saket,Saket District Centre Road,Assault,4,2024-08-15,08:09:26,Female,Saket Police Station,45
C01629,28.538302,77.205721,South Delhi,Hauz Khas,Sri Aurobindo Marg,Snatching,3,2025-06-06,20:58:29,Other,Police Station Malviya Nagar,56
C01630,28.525862,77.21128,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Harassment,2,2024-09-01,15:01:28,Male,Saket Police Station,41
C01631,28.531042,77.221828,South Delhi,Saket,Saket District Centre Road,Snatching,3,2025-06-24,21:52:08,Female,Saket Police Station,70
C01632,28.557615,77.204536,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Chain Snatching,3,2024-08-07,06:14:09,Female,Police Station Malviya Nagar,31
C01633,28.54486,77.208075,South Delhi,Hauz Khas,Sri Aurobindo Marg,Robbery,4,2025-02-04,11:18:30,Male,Police Station Malviya Nagar,46
C01634,28.569387,77.24476,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Snatching,3,2025-05-15,14:03:32,Female,Police Station Malviya Nagar,30
C01635,28.544499,77.215492,South Delhi,Hauz Khas,Sri Aurobindo Marg,Vehicle Theft,2,2025-02-02,10:50:29,Male,Police Station Malviya Nagar,16
C01636,28.552885,77.207769,South Delhi,Hauz Khas,Sri Aurobindo Marg,Robbery,4,2025-02-26,21:07:43,Female,Police Station Malviya Nagar,71
C01637,28.573001,77.232304,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Harassment,2,2025-05-08,18:37:21,Male,Police Station Malviya Nagar,15
C01638,28.530223,77.195488,South Delhi,Saket,Saket District Centre Road,Snatching,3,2024-12-23,11:37:28,Male,Police Station Malviya Nagar,45
C01639,28.578387,77.229168,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Assault,4,2024-10-11,06:13:55,Female,Police Station Malviya Nagar,55
C01640,28.533578,77.207722,South Delhi,Hauz Khas,Sri Aurobindo Marg,Theft,2,2024-07-11,16:16:49,Male,Police Station Malviya Nagar,16
C01641,28.527272,77.20591,South Delhi,Saket,Mandir Marg,Theft,2,2024-11-23,06:04:35,Female,Police Station Malviya Nagar,15
C01642,28.548155,77.251623,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Chain Snatching,3,2025-06-28,11:07:55,Female,Saket Police Station,55
C01643,28.533373,77.209421,South Delhi,Saket,Saket District Centre Road,Chain Snatching,3,2025-06-05,15:48:31,Female,Police Station Malviya Nagar,30
C01644,28.54786,77.206516,South Delhi,Hauz Khas,Sri Aurobindo Marg,Harassment,2,2024-11-02,08:59:57,Female,Police Station Malviya Nagar,16
C01645,28.573089,77.243947,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Theft,2,2025-06-24,16:59:05,Male,Police Station Malviya Nagar,15
C01646,28.574454,77.246882,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Vehicle Theft,2,2024-09-15,19:07:12,Other,Police Station Malviya Nagar,40
C01647,28.567979,77.237805,South Delhi,Lajpat Nagar,Ring Road,Chain Snatching,3,2025-02-26,18:48:10,Female,Police Station Malviya Nagar,30
C01648,28.502877,77.208646,South Delhi,Saket,Saket District Centre Road,Snatching,3,2024-10-19,09:46:54,Male,Saket Police Station,55
C01649,28.54694,77.218443,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Burglary,3,2025-05-17,09:23:38,Male,Police Station Malviya Nagar,31
C01650,28.545151,77.204286,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Robbery,4,2025-03-10,16:38:05,Male,Police Station Malviya Nagar,46
C01651,28.561377,77.249368,South Delhi,Lajpat Nagar,Ring Road,Harassment,2,2024-12-17,20:25:53,Female,Police Station Malviya Nagar,40
C01652,28.559167,77.204822,South Delhi,Hauz Khas,August Kranti Marg,Burglary,3,2025-03-30,19:36:58,Male,Police Station Malviya Nagar,91
C01653,28.533019,77.199525,South Delhi,Saket,Saket District Centre Road,Burglary,3,2024-08-17,12:34:35,Male,Police Station Malviya Nagar,30
C01654,28.542219,77.205483,South Delhi,Hauz Khas,Sri Aurobindo Marg,Snatching,3,2024-09-17,23:35:43,Other,Police Station Malviya Nagar,56
C01655,28.565775,77.24585,South Delhi,Lajpat Nagar,Ring Road,Theft,2,2024-08-13,04:55:06,Female,Police Station Malviya Nagar,40
C01656,28.529112,77.193266,South Delhi,Saket,Press Enclave Marg,Assault,4,2024-12-10,19:48:23,Male,Police Station Malviya Nagar,90
C01657,28.552864,77.22883,South Delhi,Lajpat Nagar,Ring Road,Vehicle Theft,2,2024-07-30,02:39:27,Male,Police Station Malviya Nagar,55
C01658,28.550794,77.199371,South Delhi,Hauz Khas,Sri Aurobindo Marg,Robbery,4,2024-10-19,19:36:59,Female,Police Station Malviya Nagar,71
C01659,28.581375,77.232977,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Vehicle Theft,2,2025-07-02,08:14:01,Female,Police Station Malviya Nagar,30
C01660,28.542206,77.204058,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Burglary,3,2025-03-20,12:56:16,Male,Police Station Malviya Nagar,31
C01661,28.569395,77.234537,South Delhi,Lajpat Nagar,Ring Road,Chain Snatching,3,2024-09-09,16:49:05,Female,Police Station Malviya Nagar,30
C01662,28.541056,77.2086,South Delhi,Saket,Saket District Centre Road,Burglary,3,2025-01-31,15:44:45,Female,Police Station Malviya Nagar,55
C01663,28.54306,77.203532,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Chain Snatching,3,2024-12-03,14:13:56,Female,Police Station Malviya Nagar,31
C01664,28.545083,77.209811,South Delhi,Hauz Khas,August Kranti Marg,Assault,4,2024-12-09,17:56:13,Female,Police Station Malviya Nagar,46
C01665,28.555627,77.214676,South Delhi,Hauz Khas,Sri Aurobindo Marg,Robbery,4,2025-03-17,08:44:23,Male,Police Station Malviya Nagar,46
C01666,28.545822,77.202159,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Vehicle Theft,2,2024-10-03,14:53:12,Male,Police Station Malviya Nagar,16
C01667,28.565987,77.226884,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Assault,4,2024-10-14,22:11:40,Female,Police Station Malviya Nagar,70
C01668,28.557826,77.197024,South Delhi,Hauz Khas,August Kranti Marg,Snatching,3,2024-12-04,01:20:12,Male,Police Station Malviya Nagar,56
C01669,28.55317,77.210365,South Delhi,Hauz Khas,August Kranti Marg,Assault,4,2024-11-26,15:01:58,Female,Police Station Malviya Nagar,46
C01670,28.561792,77.237235,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Harassment,2,2024-11-03,14:43:08,Female,Police Station Malviya Nagar,15
C01671,28.568685,77.239017,South Delhi,Lajpat Nagar,Ring Road,Chain Snatching,3,2024-07-21,09:19:05,Female,Police Station Malviya Nagar,30
C01672,28.55848,77.247552,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Burglary,3,2024-12-05,17:23:10,Female,Police Station Malviya Nagar,30
C01673,28.551891,77.202572,South Delhi,Hauz Khas,Sri Aurobindo Marg,Snatching,3,2025-01-28,13:17:37,Male,Police Station Malviya Nagar,31
C01674,28.518305,77.206757,South Delhi,Saket,Mandir Marg,Theft,2,2024-07-13,07:25:32,Female,Saket Police Station,15
C01675,28.545128,77.206291,South Delhi,Hauz Khas,August Kranti Marg,Theft,2,2024-11-09,11:35:51,Female,Police Station Malviya Nagar,16
C01676,28.522531,77.211186,South Delhi,Saket,Saket District Centre Road,Chain Snatching,3,2024-11-12,00:10:37,Female,Saket Police Station,55
C01677,28.5276,77.200225,South Delhi,Saket,Mandir Marg,Theft,2,2024-08-08,15:29:30,Female,Police Station Malviya Nagar,15
C01678,28.581769,77.235015,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Snatching,3,2025-03-06,12:06:08,Male,Police Station Malviya Nagar,55
C01679,28.580827,77.247331,South Delhi,Lajpat Nagar,Ring Road,Theft,2,2025-06-15,19:07:58,Male,Police Station Malviya Nagar,55
C01680,28.523099,77.20129,South Delhi,Saket,Mandir Marg,Robbery,4,2024-09-25,19:14:21,Male,Saket Police Station,70
C01681,28.527931,77.204479,South Delhi,Saket,Mandir Marg,Burglary,3,2025-01-16,04:18:06,Other,Police Station Malviya Nagar,55
C01682,28.567541,77.247041,South Delhi,Lajpat Nagar,Ring Road,Theft,2,2025-05-26,19:20:25,Male,Police Station Malviya Nagar,40
C01683,28.518638,77.198477,South Delhi,Saket,Mandir Marg,Vehicle Theft,2,2024-10-05,13:54:45,Male,Saket Police Station,15
C01684,28.570725,77.247682,South Delhi,Lajpat Nagar,Ring Road,Snatching,3,2024-10-27,21:34:05,Female,Police Station Malviya Nagar,55
C01685,28.542297,77.204386,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Harassment,2,2025-01-24,23:32:12,Female,Police Station Malviya Nagar,41
C01686,28.529528,77.206145,South Delhi,Saket,Press Enclave Marg,Snatching,3,2024-08-08,14:23:36,Female,Police Station Malviya Nagar,30
C01687,28.545526,77.196577,South Delhi,Hauz Khas,August Kranti Marg,Burglary,3,2025-02-19,17:22:49,Female,Police Station Malviya Nagar,31
C01688,28.54497,77.204477,South Delhi,Hauz Khas,August Kranti Marg,Chain Snatching,3,2024-08-22,03:38:39,Other,Police Station Malviya Nagar,56
C01689,28.538939,77.213268,South Delhi,Saket,Press Enclave Marg,Vehicle Theft,2,2025-05-15,10:46:42,Female,Police Station Malviya Nagar,40
C01690,28.523617,77.209624,South Delhi,Saket,Press Enclave Marg,Chain Snatching,3,2025-05-23,13:40:46,Female,Saket Police Station,30
C01691,28.570091,77.238219,South Delhi,Lajpat Nagar,Ring Road,Harassment,2,2024-10-22,20:42:50,Other,Police Station Malviya Nagar,40
C01692,28.544942,77.20844,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Burglary,3,2025-06-09,20:40:52,Female,Police Station Malviya Nagar,56
C01693,28.517785,77.20694,South Delhi,Saket,Mandir Marg,Vehicle Theft,2,2024-11-20,15:52:08,Female,Saket Police Station,15
C01694,28.565537,77.244095,South Delhi,Lajpat Nagar,Ring Road,Burglary,3,2025-02-10,14:10:50,Male,Police Station Malviya Nagar,30
C01695,28.55367,77.243343,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Assault,4,2025-04-10,22:28:13,Other,Police Station Malviya Nagar,70
C01696,28.543721,77.204608,South Delhi,Hauz Khas,August Kranti Marg,Burglary,3,2024-07-17,10:52:41,Male,Police Station Malviya Nagar,31
C01697,28.564336,77.248869,South Delhi,Lajpat Nagar,Ring Road,Vehicle Theft,2,2024-09-09,22:59:48,Male,Police Station Malviya Nagar,40
C01698,28.572804,77.234642,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Vehicle Theft,2,2024-09-15,16:16:34,Female,Police Station Malviya Nagar,30
C01699,28.520906,77.208588,South Delhi,Saket,Press Enclave Marg,Vehicle Theft,2,2024-10-19,11:20:57,Other,Saket Police Station,15
C01700,28.521001,77.220572,South Delhi,Saket,Saket District Centre Road,Chain Snatching,3,2024-10-14,12:05:31,Female,Saket Police Station,45
C01701,28.529558,77.213836,South Delhi,Saket,Press Enclave Marg,Vehicle Theft,2,2024-09-29,00:57:59,Female,Saket Police Station,40
C01702,28.535834,77.212722,South Delhi,Saket,Saket District Centre Road,Assault,4,2024-10-15,10:19:57,Female,Police Station Malviya Nagar,55
C01703,28.536324,77.208624,South Delhi,Hauz Khas,August Kranti Marg,Snatching,3,2024-12-20,23:26:04,Other,Police Station Malviya Nagar,56
C01704,28.563706,77.2268,South Delhi,Lajpat Nagar,Ring Road,Theft,2,2025-03-07,16:05:47,Other,Police Station Malviya Nagar,30
C01705,28.524729,77.205196,South Delhi,Saket,Mandir Marg,Harassment,2,2025-06-07,17:20:29,Female,Saket Police Station,15
C01706,28.567749,77.252714,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Theft,2,2025-02-27,16:00:26,Female,Police Station Malviya Nagar,15
C01707,28.557031,77.248491,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Burglary,3,2025-07-09,07:18:46,Female,Police Station Malviya Nagar,30
C01708,28.534163,77.213637,South Delhi,Saket,Press Enclave Marg,Snatching,3,2025-02-22,23:40:51,Female,Police Station Malviya Nagar,55
C01709,28.539186,77.208205,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Theft,2,2025-05-02,22:08:09,Male,Police Station Malviya Nagar,41
C01710,28.55284,77.203503,South Delhi,Hauz Khas,August Kranti Marg,Burglary,3,2025-01-15,22:21:00,Female,Police Station Malviya Nagar,56
C01711,28.540711,77.198269,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Robbery,4,2024-09-04,17:19:37,Male,Police Station Malviya Nagar,61
C01712,28.51631,77.204096,South Delhi,Saket,Mandir Marg,Snatching,3,2025-01-14,16:36:56,Other,Saket Police Station,30
C01713,28.515873,77.202676,South Delhi,Saket,Saket District Centre Road,Harassment,2,2024-07-13,19:49:52,Female,Saket Police Station,40
C01714,28.550036,77.244937,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Burglary,3,2025-03-08,04:38:39,Male,Police Station Malviya Nagar,55
C01715,28.579675,77.254662,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Snatching,3,2025-01-14,10:07:40,Female,Police Station Malviya Nagar,40
C01716,28.577633,77.231672,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Snatching,3,2024-10-10,15:47:32,Female,Police Station Malviya Nagar,30
C01717,28.556843,77.238089,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Harassment,2,2025-01-10,18:33:04,Male,Police Station Malviya Nagar,15
C01718,28.527804,77.207425,South Delhi,Saket,Saket District Centre Road,Vehicle Theft,2,2025-03-05,14:48:12,Male,Police Station Malviya Nagar,30
C01719,28.521343,77.200358,South Delhi,Saket,Saket District Centre Road,Chain Snatching,3,2024-07-28,21:00:26,Female,Saket Police Station,55
C01720,28.565467,77.246314,South Delhi,Lajpat Nagar,Ring Road,Vehicle Theft,2,2025-06-15,21:35:23,Male,Police Station Malviya Nagar,40
C01721,28.571975,77.249435,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Assault,4,2024-11-14,13:37:30,Male,Police Station Malviya Nagar,45
C01722,28.527413,77.202034,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Theft,2,2024-09-03,18:13:24,Female,Police Station Malviya Nagar,31
C01723,28.536105,77.196061,South Delhi,Saket,Saket District Centre Road,Vehicle Theft,2,2025-05-21,20:47:45,Male,Police Station Malviya Nagar,40
C01724,28.568299,77.249436,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Robbery,4,2024-10-13,09:56:24,Other,Police Station Malviya Nagar,45
C01725,28.555092,77.199513,South Delhi,Hauz Khas,Sri Aurobindo Marg,Robbery,4,2024-07-28,18:58:53,Male,Police Station Malviya Nagar,46
C01726,28.556027,77.249795,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Assault,4,2025-03-17,01:26:17,Other,Police Station Malviya Nagar,85
C01727,28.582481,77.24552,South Delhi,Lajpat Nagar,Ring Road,Robbery,4,2024-11-18,22:53:32,Male,Police Station Malviya Nagar,85
C01728,28.564727,77.245623,South Delhi,Lajpat Nagar,Ring Road,Theft,2,2024-12-06,04:19:17,Male,Police Station Malviya Nagar,40
C01729,28.570163,77.240177,South Delhi,Lajpat Nagar,Ring Road,Burglary,3,2024-10-10,17:36:56,Other,Police Station Malviya Nagar,30
C01730,28.561233,77.20877,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Burglary,3,2025-07-04,17:52:45,Female,Police Station Malviya Nagar,56
C01731,28.574632,77.240408,South Delhi,Lajpat Nagar,Ring Road,Harassment,2,2025-05-13,18:05:16,Male,Police Station Malviya Nagar,15
C01732,28.562467,77.191632,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Theft,2,2024-08-22,21:03:23,Female,Police Station Malviya Nagar,76
C01733,28.553347,77.206348,South Delhi,Hauz Khas,August Kranti Marg,Assault,4,2024-10-28,01:05:28,Female,Police Station Malviya Nagar,71
C01734,28.543878,77.217389,South Delhi,Hauz Khas,Sri Aurobindo Marg,Burglary,3,2025-05-27,18:20:49,Female,Police Station Malviya Nagar,31
C01735,28.525801,77.210062,South Delhi,Saket,Press Enclave Marg,Burglary,3,2024-12-08,22:52:42,Male,Saket Police Station,55
C01736,28.517351,77.21953,South Delhi,Saket,Press Enclave Marg,Harassment,2,2025-05-11,11:07:12,Female,Saket Police Station,30
C01737,28.569015,77.24651,South Delhi,Lajpat Nagar,Ring Road,Harassment,2,2025-01-28,19:16:10,Female,Police Station Malviya Nagar,40
C01738,28.580774,77.252562,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Assault,4,2024-10-13,06:32:27,Male,Police Station Malviya Nagar,55
C01739,28.566105,77.240578,South Delhi,Lajpat Nagar,Ring Road,Robbery,4,2024-10-05,12:07:07,Male,Police Station Malviya Nagar,45
C01740,28.549399,77.246542,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Assault,4,2025-05-10,10:03:13,Female,Police Station Malviya Nagar,55
C01741,28.54328,77.196179,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Vehicle Theft,2,2024-07-30,13:48:05,Female,Police Station Malviya Nagar,16
C01742,28.51523,77.216621,South Delhi,Saket,Press Enclave Marg,Harassment,2,2024-07-13,15:16:50,Female,Saket Police Station,40
C01743,28.543963,77.197823,South Delhi,Hauz Khas,Sri Aurobindo Marg,Burglary,3,2025-03-26,06:09:33,Male,Police Station Malviya Nagar,31
C01744,28.544667,77.208491,South Delhi,Hauz Khas,August Kranti Marg,Vehicle Theft,2,2025-03-22,21:58:45,Female,Police Station Malviya Nagar,41
C01745,28.556226,77.244714,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Theft,2,2024-08-26,21:33:22,Male,Police Station Malviya Nagar,40
C01746,28.543362,77.219631,South Delhi,Hauz Khas,Sri Aurobindo Marg,Vehicle Theft,2,2025-04-10,06:51:58,Female,Police Station Malviya Nagar,31
C01747,28.575003,77.240485,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Snatching,3,2024-11-17,18:37:33,Female,Police Station Malviya Nagar,30
C01748,28.530621,77.214093,South Delhi,Saket,Mandir Marg,Chain Snatching,3,2024-10-16,09:08:30,Female,Saket Police Station,30
C01749,28.53808,77.214443,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Theft,2,2025-05-01,23:41:10,Female,Police Station Malviya Nagar,41
C01750,28.525978,77.20517,South Delhi,Saket,Press Enclave Marg,Harassment,2,2024-08-25,11:02:37,Female,Saket Police Station,15
C01751,28.549664,77.188908,South Delhi,Saket,Press Enclave Marg,Robbery,4,2025-03-11,00:36:47,Male,Police Station Malviya Nagar,100
C01752,28.543311,77.213804,South Delhi,Hauz Khas,Sri Aurobindo Marg,Harassment,2,2024-11-17,22:42:20,Female,Police Station Malviya Nagar,41
C01753,28.517387,77.198981,South Delhi,Saket,Saket District Centre Road,Robbery,4,2024-11-26,03:54:55,Male,Saket Police Station,85
C01754,28.562171,77.210334,South Delhi,Hauz Khas,August Kranti Marg,Harassment,2,2024-11-08,00:08:35,Female,Police Station Malviya Nagar,56
C01755,28.523671,77.209776,South Delhi,Saket,Press Enclave Marg,Robbery,4,2025-03-10,18:51:28,Male,Saket Police Station,45
C01756,28.530758,77.199931,South Delhi,Saket,Mandir Marg,Snatching,3,2024-09-29,09:21:16,Male,Police Station Malviya Nagar,30
C01757,28.564777,77.257956,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Harassment,2,2024-12-26,12:10:38,Female,Police Station Malviya Nagar,15
C01758,28.530831,77.214105,South Delhi,Saket,Saket District Centre Road,Assault,4,2024-10-23,02:12:37,Female,Saket Police Station,70
C01759,28.545632,77.196532,South Delhi,Hauz Khas,Sri Aurobindo Marg,Snatching,3,2025-06-18,10:32:06,Female,Police Station Malviya Nagar,31
C01760,28.568657,77.241598,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Assault,4,2025-06-18,22:54:29,Female,Police Station Malviya Nagar,70
C01761,28.52686,77.196576,South Delhi,Saket,Press Enclave Marg,Theft,2,2025-03-11,18:27:53,Female,Police Station Malviya Nagar,15
C01762,28.535065,77.220403,South Delhi,Saket,Mandir Marg,Harassment,2,2024-10-13,14:25:58,Female,Police Station Malviya Nagar,30
C01763,28.559571,77.248326,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Burglary,3,2024-09-26,18:14:59,Male,Police Station Malviya Nagar,30
C01764,28.536391,77.206132,South Delhi,Hauz Khas,Sri Aurobindo Marg,Chain Snatching,3,2025-02-19,01:24:29,Female,Police Station Malviya Nagar,56
C01765,28.570154,77.240632,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Robbery,4,2025-05-17,21:20:41,Female,Police Station Malviya Nagar,70
C01766,28.561509,77.251777,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Robbery,4,2024-08-02,12:39:00,Female,Police Station Malviya Nagar,60
C01767,28.539998,77.196729,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Chain Snatching,3,2025-03-03,10:39:24,Female,Police Station Malviya Nagar,31
C01768,28.539673,77.189966,South Delhi,Saket,Mandir Marg,Chain Snatching,3,2024-08-18,16:39:59,Female,Police Station Malviya Nagar,45
C01769,28.577312,77.231022,South Delhi,Lajpat Nagar,Ring Road,Robbery,4,2024-11-02,00:02:48,Male,Police Station Malviya Nagar,70
C01770,28.510652,77.207538,South Delhi,Saket,Mandir Marg,Snatching,3,2025-01-23,22:45:24,Female,Saket Police Station,70
C01771,28.573982,77.240727,South Delhi,Lajpat Nagar,Ring Road,Vehicle Theft,2,2024-12-12,07:12:36,Female,Police Station Malviya Nagar,15
C01772,28.576589,77.247303,South Delhi,Lajpat Nagar,Ring Road,Theft,2,2025-06-25,15:11:01,Male,Police Station Malviya Nagar,25
C01773,28.550763,77.197864,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Burglary,3,2025-02-09,09:16:43,Male,Police Station Malviya Nagar,31
C01774,28.527246,77.22318,South Delhi,Saket,Saket District Centre Road,Theft,2,2024-09-24,11:50:53,Male,Saket Police Station,40
C01775,28.516994,77.203822,South Delhi,Saket,Saket District Centre Road,Assault,4,2024-12-21,01:56:19,Male,Saket Police Station,70
C01776,28.550258,77.214932,South Delhi,Hauz Khas,Sri Aurobindo Marg,Assault,4,2025-04-18,19:55:03,Female,Police Station Malviya Nagar,71
C01777,28.527475,77.203034,South Delhi,Saket,Press Enclave Marg,Chain Snatching,3,2025-04-24,08:16:22,Female,Police Station Malviya Nagar,30
C01778,28.541854,77.215007,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Chain Snatching,3,2025-01-12,09:09:17,Female,Police Station Malviya Nagar,31
C01779,28.580127,77.234293,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Snatching,3,2025-07-05,09:07:01,Female,Police Station Malviya Nagar,45
C01780,28.514001,77.201497,South Delhi,Saket,Mandir Marg,Vehicle Theft,2,2024-09-20,06:37:33,Other,Saket Police Station,30
C01781,28.531317,77.209741,South Delhi,Hauz Khas,August Kranti Marg,Harassment,2,2024-10-27,22:25:32,Female,Police Station Malviya Nagar,56
C01782,28.525203,77.213787,South Delhi,Saket,Saket District Centre Road,Snatching,3,2025-06-26,19:03:21,Male,Saket Police Station,55
C01783,28.527628,77.219446,South Delhi,Saket,Mandir Marg,Burglary,3,2025-03-24,11:29:34,Male,Saket Police Station,45
C01784,28.553694,77.218706,South Delhi,Hauz Khas,August Kranti Marg,Snatching,3,2025-04-10,06:22:54,Male,Police Station Malviya Nagar,46
C01785,28.54912,77.228541,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Vehicle Theft,2,2025-02-03,17:32:14,Male,Police Station Malviya Nagar,40
