cctv_id,latitude,longitude,district,area_name,road_name,camera_status,coverage_radius,installation_date,owner
V01322,28.84555,77.091613,Outer Delhi,Narela,Lampur Road,Active,50,2023-01-10,Government
V01323,28.706453,77.117037,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2022-09-23,Private
V01324,28.667023,77.262899,North-East Delhi,Seelampur,Seelampur Main Road,Active,50,2021-03-09,Government
V01325,28.669816,77.260563,North-East Delhi,Seelampur,Pushta Road,Active,50,2023-09-29,Private
V01326,28.703325,77.26196,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2022-07-12,Government
V01327,28.701483,77.269913,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2023-01-26,Government
V01328,28.664173,77.274229,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2022-07-26,Private
V01329,28.530665,77.217754,South Delhi,Saket,Press Enclave Marg,Active,15,2021-10-25,Private
V01330,28.8347,77.087329,Outer Delhi,Narela,Bawana Road,Active,100,2022-01-09,Government
V01331,28.66,77.264248,North-East Delhi,Seelampur,Pushta Road,Active,100,2022-12-17,Government
V01332,28.564542,77.218499,South Delhi,Lajpat Nagar,Ring Road,Active,30,2023-03-12,Private
V01333,28.719737,77.106397,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,15,2024-03-12,Government
V01334,28.725359,77.107398,Outer Delhi,Rohini,Outer Ring Road,Active,100,2024-04-14,Government
V01335,28.569416,77.250086,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,75,2021-01-20,Government
V01336,28.538655,77.211364,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,50,2024-02-26,Private
V01337,28.693057,77.276309,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2023-09-06,Government
V01338,28.668677,77.272733,North-East Delhi,Seelampur,Pushta Road,Active,75,2023-12-07,Private
V01339,28.685673,77.269898,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2021-08-13,Private
V01340,28.831962,77.094421,Outer Delhi,Narela,Lampur Road,Active,15,2021-02-09,Government
V01341,28.720208,77.109503,Outer Delhi,Rohini,Outer Ring Road,Active,15,2025-01-01,Government
V01342,28.737033,77.117758,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,75,2024-11-25,Private
V01343,28.791741,77.035222,Outer Delhi,Bawana,Kanjhawala Road,Active,30,2023-03-05,Government
V01344,28.85,77.079178,Outer Delhi,Narela,Lampur Road,Active,75,2023-01-01,Government
V01345,28.726727,77.104596,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2021-12-13,Private
V01346,28.518701,77.215915,South Delhi,Saket,Mandir Marg,Active,30,2024-07-23,Government
V01347,28.836787,77.087009,Outer Delhi,Narela,Narela Road,Active,15,2023-04-18,Private
V01348,28.846589,77.09711,Outer Delhi,Narela,Bawana Road,Active,15,2021-01-14,Government
V01349,28.554277,77.213716,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,75,2021-10-04,Government
V01350,28.674755,77.280392,North-East Delhi,Shahdara,Grand Trunk Road,Active,75,2024-12-23,Government
V01351,28.695312,77.273017,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,50,2021-03-20,Government
V01352,28.529675,77.210083,South Delhi,Saket,Mandir Marg,Active,50,2023-04-06,Private
V01353,28.692556,77.279502,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,30,2025-01-31,Government
V01354,28.836151,77.083599,Outer Delhi,Narela,Lampur Road,Active,30,2024-07-26,Government
V01355,28.66,77.259424,North-East Delhi,Seelampur,Seelampur Main Road,Active,30,2023-08-29,Government
V01356,28.834641,77.084842,Outer Delhi,Narela,Narela Road,Active,75,2021-03-15,Private
V01357,28.726007,77.10182,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,75,2024-03-28,Private
V01358,28.546773,77.219864,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,30,2023-11-13,Government
V01359,28.570397,77.246896,South Delhi,Lajpat Nagar,Ring Road,Active,75,2023-09-04,Private
V01360,28.560247,77.232194,South Delhi,Lajpat Nagar,Ring Road,Active,75,2022-02-15,Government
V01361,28.542589,77.201034,South Delhi,Hauz Khas,August Kranti Marg,Inactive,75,2024-05-12,Government
V01362,28.671889,77.291421,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2023-10-08,Private
V01363,28.674392,77.269935,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2021-09-21,Government
V01364,28.733542,77.115709,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2021-07-20,Government
V01365,28.701112,77.272456,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,15,2024-09-24,Government
V01366,28.672025,77.273978,North-East Delhi,Seelampur,Pushta Road,Inactive,75,2024-06-21,Government
V01367,28.665658,77.257807,North-East Delhi,Seelampur,Pushta Road,Active,50,2021-11-03,Private
V01368,28.550298,77.198174,South Delhi,Hauz Khas,August Kranti Marg,Active,50,2022-09-07,Private
V01369,28.839385,77.082301,Outer Delhi,Narela,Bawana Road,Active,30,2023-01-20,Government
V01370,28.788159,77.035641,Outer Delhi,Bawana,Kanjhawala Road,Active,100,2021-12-25,Private
V01371,28.519021,77.214128,South Delhi,Saket,Mandir Marg,Active,30,2024-06-30,Government
V01372,28.669854,77.291782,North-East Delhi,Shahdara,Grand Trunk Road,Active,100,2025-01-10,Private
V01373,28.566144,77.227634,South Delhi,Lajpat Nagar,Ring Road,Active,15,2022-12-15,Private
V01374,28.85,77.096378,Outer Delhi,Narela,Narela Road,Inactive,30,2022-11-11,Private
V01375,28.578073,77.221669,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2021-12-22,Government
V01376,28.671548,77.290382,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2021-11-20,Government
V01377,28.515094,77.210096,South Delhi,Saket,Press Enclave Marg,Active,50,2023-09-18,Government
V01378,28.839734,77.074978,Outer Delhi,Narela,Narela Road,Active,50,2024-08-12,Private
V01379,28.679168,77.286443,North-East Delhi,Shahdara,Chhajjupur Road,Active,50,2025-01-18,Government
V01380,28.784927,77.019887,Outer Delhi,Bawana,Auchandi Road,Inactive,100,2021-12-14,Private
V01381,28.834547,77.090708,Outer Delhi,Narela,Lampur Road,Active,15,2022-11-19,Private
V01382,28.721275,77.110854,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,75,2022-06-17,Government
V01383,28.56302,77.237168,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2021-02-10,Private
V01384,28.722483,77.117304,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Inactive,30,2022-01-01,Government
V01385,28.706431,77.258104,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Inactive,75,2022-08-05,Government
V01386,28.832994,77.078191,Outer Delhi,Narela,Lampur Road,Active,100,2024-08-26,Government
V01387,28.6621,77.248894,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2022-08-11,Private
V01388,28.533043,77.203265,South Delhi,Saket,Mandir Marg,Active,50,2022-11-27,Private
V01389,28.548503,77.201324,South Delhi,Hauz Khas,August Kranti Marg,Active,100,2023-09-27,Government
V01390,28.683536,77.278804,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2021-02-22,Private
V01391,28.840324,77.095893,Outer Delhi,Narela,Bawana Road,Active,50,2024-05-08,Government
V01392,28.665918,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Active,75,2025-01-08,Government
V01393,28.516596,77.190937,South Delhi,Saket,Press Enclave Marg,Active,50,2021-08-07,Private
V01394,28.695879,77.276685,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2024-12-20,Government
V01395,28.742957,77.109699,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,15,2021-09-02,Private
V01396,28.66,77.287037,North-East Delhi,Shahdara,Grand Trunk Road,Active,75,2021-04-17,Government
V01397,28.559609,77.235007,South Delhi,Lajpat Nagar,Ring Road,Inactive,15,2021-01-25,Government
V01398,28.85,77.092866,Outer Delhi,Narela,Lampur Road,Active,15,2021-09-10,Government
V01399,28.532242,77.201661,South Delhi,Hauz Khas,August Kranti Marg,Active,30,2024-08-05,Government
V01400,28.562236,77.257173,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2023-04-26,Private
V01401,28.85,77.098489,Outer Delhi,Narela,Bawana Road,Active,100,2023-06-10,Government
V01402,28.813441,77.031653,Outer Delhi,Bawana,Bawana Road,Active,30,2024-05-14,Government
V01403,28.66,77.262578,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2021-10-26,Private
V01404,28.536142,77.208191,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,100,2022-12-31,Government
V01405,28.66,77.270779,North-East Delhi,Seelampur,Pushta Road,Active,50,2021-07-20,Government
V01406,28.559623,77.251576,South Delhi,Lajpat Nagar,Ring Road,Active,15,2021-03-24,Private
V01407,28.798252,77.034402,Outer Delhi,Bawana,Bawana Road,Inactive,100,2024-12-05,Private
V01408,28.798447,77.037868,Outer Delhi,Bawana,Auchandi Road,Active,15,2022-12-14,Private
V01409,28.674288,77.293192,North-East Delhi,Shahdara,Grand Trunk Road,Active,15,2023-09-30,Government
V01410,28.708937,77.266741,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2023-08-29,Government
V01411,28.708563,77.276749,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2023-04-12,Private
V01412,28.690883,77.273977,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,50,2023-09-22,Private
V01413,28.572234,77.241326,South Delhi,Lajpat Nagar,Ring Road,Active,30,2023-02-19,Private
V01414,28.678097,77.28499,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2021-05-09,Private
V01415,28.549472,77.195788,South Delhi,Hauz Khas,August Kranti Marg,Active,15,2022-05-13,Government
V01416,28.561468,77.231697,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2023-11-01,Private
V01417,28.66,77.269746,North-East Delhi,Seelampur,Gautam Puri Road,Active,100,2021-01-14,Government
V01418,28.848513,77.10017,Outer Delhi,Narela,Lampur Road,Active,50,2023-10-04,Private
V01419,28.679239,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Active,30,2023-06-01,Government
V01420,28.675923,77.290958,North-East Delhi,Shahdara,Grand Trunk Road,Active,50,2024-09-24,Government
V01421,28.571466,77.227754,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,15,2023-01-28,Government
V01422,28.677749,77.276646,North-East Delhi,Shahdara,Loni Road,Active,75,2022-04-02,Private
V01423,28.721426,77.110005,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,15,2021-12-20,Private
V01424,28.51885,77.219671,South Delhi,Saket,Mandir Marg,Active,100,2024-04-09,Government
V01425,28.548504,77.198527,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,100,2022-09-30,Private
V01426,28.690012,77.276603,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,30,2024-10-17,Government
V01427,28.668846,77.3,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2023-05-14,Government
V01428,28.85,77.09635,Outer Delhi,Narela,Bawana Road,Active,15,2024-06-02,Government
V01429,28.667444,77.268989,North-East Delhi,Seelampur,Seelampur Main Road,Active,15,2024-04-05,Private
V01430,28.528224,77.210551,South Delhi,Saket,Saket District Centre Road,Active,50,2025-01-30,Government
V01431,28.677559,77.265885,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2021-09-22,Government
V01432,28.807935,77.026966,Outer Delhi,Bawana,Bawana Road,Active,50,2021-11-26,Private
V01433,28.567385,77.236562,South Delhi,Lajpat Nagar,Ring Road,Active,15,2021-06-25,Private
V01434,28.565261,77.241838,South Delhi,Lajpat Nagar,Ring Road,Active,75,2024-03-14,Government
V01435,28.571451,77.238706,South Delhi,Lajpat Nagar,Ring Road,Inactive,50,2021-09-28,Private
V01436,28.66,77.270247,North-East Delhi,Seelampur,Seelampur Main Road,Active,100,2023-09-05,Private
V01437,28.5082,77.214093,South Delhi,Saket,Press Enclave Marg,Active,75,2021-06-30,Government
V01438,28.684176,77.25807,North-East Delhi,Seelampur,Seelampur Main Road,Active,15,2023-02-13,Private
V01439,28.664137,77.264078,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2021-09-14,Government
V01440,28.71371,77.106071,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2024-12-15,Private
V01441,28.705359,77.258197,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,75,2021-02-23,Private
V01442,28.670134,77.277363,North-East Delhi,Seelampur,Pushta Road,Active,75,2023-08-07,Government
V01443,28.666985,77.264944,North-East Delhi,Seelampur,Seelampur Main Road,Active,50,2024-02-10,Government
V01444,28.662215,77.267677,North-East Delhi,Seelampur,Gautam Puri Road,Active,15,2024-01-16,Government
V01445,28.66,77.264715,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2021-10-21,Government
V01446,28.66,77.285151,North-East Delhi,Seelampur,Seelampur Main Road,Active,30,2022-10-20,Government
V01447,28.670943,77.291422,North-East Delhi,Shahdara,Grand Trunk Road,Active,30,2022-01-31,Government
V01448,28.520715,77.204324,South Delhi,Saket,Mandir Marg,Inactive,100,2023-09-12,Government
V01449,28.527774,77.221335,South Delhi,Saket,Press Enclave Marg,Active,100,2022-11-01,Private
V01450,28.700054,77.279951,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,75,2024-11-20,Government
V01451,28.799401,77.022185,Outer Delhi,Bawana,Bawana Road,Active,75,2022-09-13,Government
V01452,28.569283,77.248783,South Delhi,Lajpat Nagar,Ring Road,Active,100,2022-01-29,Government
V01453,28.740697,77.116338,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,30,2024-03-02,Government
V01454,28.735378,77.122712,Outer Delhi,Rohini,Outer Ring Road,Active,100,2022-10-19,Government
V01455,28.68753,77.265595,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,15,2023-09-28,Government
V01456,28.538641,77.198865,South Delhi,Saket,Press Enclave Marg,Active,50,2024-07-12,Government
V01457,28.708002,77.115143,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,15,2021-12-10,Government
V01458,28.709838,77.266453,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,50,2021-11-25,Government
V01459,28.673028,77.266191,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,75,2022-05-07,Private
V01460,28.661223,77.296474,North-East Delhi,Shahdara,Loni Road,Active,50,2024-09-03,Private
V01461,28.8034,77.033087,Outer Delhi,Bawana,Auchandi Road,Active,75,2024-02-01,Government
V01462,28.808871,77.027939,Outer Delhi,Bawana,Bawana Road,Active,75,2022-08-29,Government
V01463,28.791354,77.01663,Outer Delhi,Bawana,Auchandi Road,Active,50,2023-08-20,Government
V01464,28.669699,77.273471,North-East Delhi,Seelampur,Pushta Road,Active,15,2024-05-04,Private
V01465,28.789403,77.02314,Outer Delhi,Bawana,Bawana Road,Active,50,2025-01-12,Private
V01466,28.788862,77.041678,Outer Delhi,Bawana,Kanjhawala Road,Active,30,2021-02-12,Private
V01467,28.841002,77.095091,Outer Delhi,Narela,Narela Road,Active,75,2023-02-24,Private
V01468,28.841388,77.097936,Outer Delhi,Narela,Bawana Road,Active,30,2024-08-13,Government
V01469,28.79379,77.032683,Outer Delhi,Bawana,Kanjhawala Road,Active,100,2024-11-21,Private
V01470,28.556292,77.214991,South Delhi,Hauz Khas,August Kranti Marg,Active,30,2021-12-21,Private
V01471,28.836403,77.091,Outer Delhi,Narela,Bawana Road,Active,30,2021-05-26,Private
V01472,28.66,77.251877,North-East Delhi,Seelampur,Seelampur Main Road,Active,75,2022-10-02,Government
V01473,28.799141,77.030596,Outer Delhi,Bawana,Kanjhawala Road,Active,50,2024-10-05,Private
V01474,28.549681,77.202032,South Delhi,Hauz Khas,August Kranti Marg,Active,15,2022-10-19,Government
V01475,28.804814,77.038517,Outer Delhi,Bawana,Bawana Road,Active,100,2023-07-02,Government
V01476,28.571079,77.257233,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,75,2024-08-12,Government
V01477,28.53121,77.219449,South Delhi,Saket,Press Enclave Marg,Active,100,2022-01-05,Government
V01478,28.837968,77.080532,Outer Delhi,Narela,Lampur Road,Active,100,2024-08-05,Private
V01479,28.666574,77.261456,North-East Delhi,Seelampur,Pushta Road,Active,50,2021-05-05,Government
V01480,28.802559,77.021351,Outer Delhi,Bawana,Auchandi Road,Active,100,2021-10-01,Private
V01481,28.576026,77.260831,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,15,2024-02-15,Government
V01482,28.52163,77.208269,South Delhi,Saket,Press Enclave Marg,Active,50,2021-07-15,Private
V01483,28.690253,77.276797,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,100,2023-12-13,Private
V01484,28.788942,77.031174,Outer Delhi,Bawana,Kanjhawala Road,Active,100,2022-08-05,Government
V01485,28.793247,77.03641,Outer Delhi,Bawana,Auchandi Road,Active,15,2022-03-30,Private
V01486,28.542239,77.217323,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,15,2022-06-11,Private
V01487,28.72009,77.119255,Outer Delhi,Rohini,Outer Ring Road,Active,30,2024-09-22,Government
V01488,28.680422,77.289514,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2022-02-08,Government
V01489,28.725537,77.117868,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,30,2023-04-16,Government
V01490,28.550011,77.236859,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2024-12-05,Government
V01491,28.524076,77.203308,South Delhi,Saket,Mandir Marg,Active,15,2023-12-18,Government
V01492,28.5015,77.224344,South Delhi,Saket,Mandir Marg,Active,50,2024-07-19,Private
V01493,28.561945,77.24618,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,50,2021-12-31,Government
V01494,28.66,77.272333,North-East Delhi,Seelampur,Seelampur Main Road,Active,15,2022-11-21,Private
V01495,28.728377,77.113368,Outer Delhi,Rohini,Outer Ring Road,Inactive,15,2021-02-19,Private
V01496,28.844033,77.0817,Outer Delhi,Narela,Bawana Road,Active,30,2021-07-15,Government
V01497,28.532989,77.198632,South Delhi,Hauz Khas,August Kranti Marg,Inactive,30,2021-04-25,Private
V01498,28.841939,77.085714,Outer Delhi,Narela,Narela Road,Active,100,2023-07-25,Government
V01499,28.569609,77.236983,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2023-03-07,Government
V01500,28.722695,77.117986,Outer Delhi,Rohini,Outer Ring Road,Active,15,2021-01-06,Private
V01501,28.506889,77.201579,South Delhi,Saket,Press Enclave Marg,Inactive,30,2022-04-30,Government
V01502,28.805139,77.028781,Outer Delhi,Bawana,Bawana Road,Active,75,2022-07-02,Private
V01503,28.558727,77.192541,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,15,2021-06-15,Private
V01504,28.665715,77.287487,North-East Delhi,Shahdara,Loni Road,Active,100,2022-03-11,Government
V01505,28.802687,77.037488,Outer Delhi,Bawana,Bawana Road,Active,75,2021-01-10,Private
V01506,28.805289,77.044896,Outer Delhi,Bawana,Bawana Road,Active,30,2022-07-12,Private
V01507,28.57128,77.24411,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,50,2023-02-03,Private
V01508,28.52432,77.192556,South Delhi,Saket,Press Enclave Marg,Active,30,2022-07-01,Private
V01509,28.526997,77.214911,South Delhi,Saket,Press Enclave Marg,Active,15,2022-04-01,Private
V01510,28.79863,77.042473,Outer Delhi,Bawana,Kanjhawala Road,Active,50,2021-12-15,Private
V01511,28.665277,77.271139,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2022-12-04,Government
V01512,28.541513,77.199555,South Delhi,Hauz Khas,August Kranti Marg,Active,75,2025-01-11,Private
V01513,28.776116,77.02081,Outer Delhi,Bawana,Auchandi Road,Active,15,2024-04-02,Private
V01514,28.666377,77.292283,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2021-09-27,Government
V01515,28.52424,77.217646,South Delhi,Saket,Press Enclave Marg,Active,15,2023-10-13,Government
V01516,28.663382,77.270921,North-East Delhi,Seelampur,Seelampur Main Road,Active,50,2022-03-08,Private
V01517,28.719606,77.103033,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,100,2023-05-07,Government
V01518,28.723226,77.106083,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,50,2023-12-01,Private
V01519,28.66,77.265815,North-East Delhi,Seelampur,Seelampur Main Road,Active,15,2024-11-18,Private
V01520,28.713583,77.282421,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2022-10-18,Government
V01521,28.794167,77.04122,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2023-04-27,Government
V01522,28.687793,77.275646,North-East Delhi,Shahdara,Grand Trunk Road,Active,75,2024-06-12,Government
V01523,28.683778,77.276413,North-East Delhi,Shahdara,Chhajjupur Road,Active,75,2021-01-15,Government
V01524,28.690771,77.276156,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,30,2023-11-28,Government
V01525,28.795525,77.022907,Outer Delhi,Bawana,Bawana Road,Active,50,2022-02-25,Private
V01526,28.529746,77.202567,South Delhi,Saket,Press Enclave Marg,Inactive,15,2021-04-13,Private
V01527,28.697505,77.299399,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Active,100,2023-12-11,Private
V01528,28.670726,77.278225,North-East Delhi,Seelampur,Pushta Road,Active,75,2024-11-11,Government
V01529,28.792161,77.034038,Outer Delhi,Bawana,Kanjhawala Road,Active,50,2021-08-25,Government
V01530,28.703305,77.268218,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,15,2023-09-14,Government
V01531,28.703996,77.26059,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,75,2022-07-04,Government
V01532,28.547219,77.253562,South Delhi,Lajpat Nagar,Ring Road,Active,50,2021-07-19,Private
V01533,28.52264,77.209946,South Delhi,Saket,Mandir Marg,Active,15,2022-04-15,Government
V01534,28.530825,77.205058,South Delhi,Saket,Mandir Marg,Active,50,2021-09-22,Private
V01535,28.728833,77.103963,Outer Delhi,Rohini,Outer Ring Road,Active,100,2023-12-10,Government
V01536,28.710508,77.112024,Outer Delhi,Rohini,Outer Ring Road,Active,50,2021-08-18,Private
V01537,28.512756,77.21296,South Delhi,Saket,Mandir Marg,Active,15,2021-11-24,Private
V01538,28.819193,77.095482,Outer Delhi,Narela,Bawana Road,Active,30,2021-10-26,Private
V01539,28.706336,77.277787,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Active,50,2021-04-05,Private
V01540,28.8433,77.094863,Outer Delhi,Narela,Bawana Road,Active,15,2023-08-18,Government
V01541,28.685971,77.286019,North-East Delhi,Shahdara,Loni Road,Active,100,2022-08-25,Private
V01542,28.573235,77.242187,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,15,2025-02-07,Government
V01543,28.718462,77.106435,Outer Delhi,Rohini,Outer Ring Road,Active,100,2022-07-18,Private
V01544,28.665595,77.260497,North-East Delhi,Seelampur,Gautam Puri Road,Active,30,2023-05-03,Private
V01545,28.572632,77.24084,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,100,2023-11-21,Government
V01546,28.68931,77.298482,North-East Delhi,Shahdara,Chhajjupur Road,Active,15,2021-10-21,Private
V01547,28.562457,77.258047,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Active,100,2021-12-30,Private
V01548,28.551089,77.201228,South Delhi,Hauz Khas,Sri Aurobindo Marg,Active,30,2024-09-08,Government
V01549,28.680368,77.294258,North-East Delhi,Shahdara,Loni Road,Active,50,2023-09-13,Government
V01550,28.795924,77.019126,Outer Delhi,Bawana,Kanjhawala Road,Active,100,2022-10-05,Government
V01551,28.516844,77.209168,South Delhi,Saket,Mandir Marg,Inactive,75,2021-08-19,Private
V01552,28.674471,77.242754,North-East Delhi,Seelampur,Pushta Road,Inactive,100,2021-11-19,Private
V01553,28.846868,77.108944,Outer Delhi,Narela,Narela Road,Active,50,2024-11-24,Government
V01554,28.802668,77.046623,Outer Delhi,Bawana,Auchandi Road,Active,75,2024-11-30,Private
V01555,28.845813,77.082749,Outer Delhi,Narela,Bawana Road,Active,75,2024-07-12,Government
V01556,28.671563,77.290014,North-East Delhi,Shahdara,Grand Trunk Road,Active,15,2024-10-27,Government
V01557,28.55909,77.239629,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,100,2022-04-24,Government
V01558,28.696569,77.271743,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,75,2023-01-22,Private
V01559,28.567837,77.244674,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2024-03-07,Government
V01560,28.726367,77.109878,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,75,2023-02-28,Government
V01561,28.66,77.255559,North-East Delhi,Seelampur,Gautam Puri Road,Active,15,2022-07-29,Private
V01562,28.85,77.085461,Outer Delhi,Narela,Narela Road,Active,75,2023-05-09,Private
V01563,28.800002,77.033006,Outer Delhi,Bawana,Auchandi Road,Active,15,2022-03-15,Private
V01564,28.68066,77.280557,North-East Delhi,Shahdara,Grand Trunk Road,Inactive,15,2022-04-02,Government
V01565,28.670722,77.268455,North-East Delhi,Seelampur,Gautam Puri Road,Active,50,2021-12-15,Government
V01566,28.66,77.267509,North-East Delhi,Seelampur,Pushta Road,Active,30,2023-12-09,Government
V01567,28.837366,77.089749,Outer Delhi,Narela,Lampur Road,Active,75,2021-05-29,Government
V01568,28.721187,77.116863,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Active,100,2024-04-02,Private
V01569,28.85,77.089377,Outer Delhi,Narela,Bawana Road,Active,15,2024-01-22,Private
V01570,28.731398,77.114637,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,50,2021-05-30,Private
V01571,28.84047,77.090853,Outer Delhi,Narela,Lampur Road,Active,30,2023-11-04,Government
V01572,28.536512,77.200264,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Active,75,2021-04-22,Private
V01573,28.801659,77.030451,Outer Delhi,Bawana,Bawana Road,Active,100,2023-11-12,Government
V01574,28.660867,77.272441,North-East Delhi,Seelampur,Gautam Puri Road,Inactive,75,2023-08-22,Government
V01575,28.702376,77.258049,North-East Delhi,Yamuna Vihar,Wazirabad Road,Active,75,2024-10-04,Private
V01576,28.522728,77.204574,South Delhi,Saket,Mandir Marg,Active,15,2022-01-11,Private
V01577,28.673268,77.278081,North-East Delhi,Shahdara,Chhajjupur Road,Active,100,2022-12-06,Government
V01578,28.834334,77.095746,Outer Delhi,Narela,Bawana Road,Active,75,2022-04-19,Government
V01579,28.790484,77.028609,Outer Delhi,Bawana,Auchandi Road,Active,15,2021-06-04,Government
V01580,28.552596,77.242068,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Active,30,2021-02-24,Private
V01581,28.804767,77.031541,Outer Delhi,Bawana,Auchandi Road,Active,50,2025-01-07,Government
V01582,28.720548,77.104769,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Active,15,2023-02-16,Government
V01583,28.830445,77.09027,Outer Delhi,Narela,Bawana Road,Inactive,30,2022-07-05,Government
V01584,28.801415,77.030923,Outer Delhi,Bawana,Kanjhawala Road,Active,15,2021-08-17,Private
V01585,28.55925,77.216565,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Inactive,100,2022-04-20,Private
V01586,28.553098,77.201958,South Delhi,Hauz Khas,August Kranti Marg,Active,50,2021-09-07,Private
