light_id,latitude,longitude,district,area_name,road_name,light_status,brightness_level,installation_date,last_maintenance
L01619,28.560635,77.266749,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,90,2024-04-11,2026-06-03
L01620,28.707095,77.104379,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,72,2023-05-12,2026-06-23
L01621,28.845803,77.08034,Outer Delhi,Narela,Bawana Road,Working,73,2024-12-02,2026-07-03
L01622,28.844495,77.104498,Outer Delhi,Narela,Bawana Road,Faulty,14,2024-02-05,2026-02-05
L01623,28.694125,77.281921,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,99,2023-07-19,2026-07-10
L01624,28.675355,77.246823,North-East Delhi,Seelampur,Gautam Puri Road,Working,91,2022-11-11,2026-01-23
L01625,28.730213,77.11297,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,85,2021-12-25,2026-03-25
L01626,28.54212,77.181832,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,97,2023-07-15,2026-05-07
L01627,28.682238,77.287982,North-East Delhi,Shahdara,Grand Trunk Road,Working,81,2023-09-17,2026-03-07
L01628,28.796516,77.019338,Outer Delhi,Bawana,Bawana Road,Working,97,2022-01-08,2026-06-06
L01629,28.727863,77.103609,Outer Delhi,Rohini,Outer Ring Road,Working,80,2023-07-24,2026-03-29
L01630,28.711223,77.272556,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,88,2020-06-05,2026-03-22
L01631,28.66,77.283334,North-East Delhi,Shahdara,Chhajjupur Road,Working,77,2023-09-28,2026-03-16
L01632,28.685163,77.267438,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,72,2023-08-29,2026-02-14
L01633,28.69104,77.279073,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,82,2022-04-03,2026-02-09
L01634,28.673658,77.26816,North-East Delhi,Seelampur,Gautam Puri Road,Working,91,2021-11-21,2026-01-16
L01635,28.538432,77.209955,South Delhi,Saket,Press Enclave Marg,Working,95,2024-06-14,2026-04-21
L01636,28.686827,77.283994,North-East Delhi,Shahdara,Loni Road,Working,98,2020-07-30,2026-07-04
L01637,28.543798,77.202916,South Delhi,Hauz Khas,August Kranti Marg,Working,90,2023-06-15,2026-02-15
L01638,28.679697,77.293953,North-East Delhi,Shahdara,Loni Road,Working,88,2021-02-14,2026-07-05
L01639,28.519464,77.209048,South Delhi,Saket,Mandir Marg,Working,87,2020-01-30,2026-03-12
L01640,28.564766,77.244972,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,73,2021-07-19,2026-03-23
L01641,28.521107,77.218515,South Delhi,Saket,Saket District Centre Road,Working,72,2022-01-31,2026-04-02
L01642,28.712337,77.261505,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,77,2021-09-06,2026-04-05
L01643,28.662366,77.261865,North-East Delhi,Seelampur,Pushta Road,Working,73,2023-08-01,2026-02-28
L01644,28.667352,77.279141,North-East Delhi,Seelampur,Seelampur Main Road,Working,70,2021-04-15,2026-03-23
L01645,28.66,77.267241,North-East Delhi,Seelampur,Gautam Puri Road,Working,95,2022-04-04,2026-01-13
L01646,28.580812,77.233327,South Delhi,Lajpat Nagar,Ring Road,Working,70,2023-11-24,2026-04-05
L01647,28.672213,77.255665,North-East Delhi,Seelampur,Pushta Road,Working,97,2021-06-20,2026-02-22
L01648,28.661774,77.265485,North-East Delhi,Seelampur,Pushta Road,Working,93,2021-07-26,2026-01-30
L01649,28.849371,77.094066,Outer Delhi,Narela,Bawana Road,Working,92,2020-09-21,2026-06-18
L01650,28.712382,77.270054,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,95,2024-10-13,2026-04-01
L01651,28.798276,77.041575,Outer Delhi,Bawana,Kanjhawala Road,Working,70,2021-08-19,2026-02-17
L01652,28.527561,77.209432,South Delhi,Saket,Mandir Marg,Working,88,2020-05-02,2026-05-20
L01653,28.663552,77.256149,North-East Delhi,Seelampur,Pushta Road,Working,83,2024-06-04,2026-03-21
L01654,28.731278,77.107129,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,94,2021-11-14,2026-03-17
L01655,28.721879,77.110941,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,71,2022-11-15,2026-01-17
L01656,28.565351,77.24102,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,76,2024-10-03,2026-03-28
L01657,28.839246,77.091659,Outer Delhi,Narela,Bawana Road,Faulty,11,2023-05-04,2026-03-23
L01658,28.545354,77.208333,South Delhi,Hauz Khas,August Kranti Marg,Working,92,2022-12-06,2026-03-02
L01659,28.519375,77.208331,South Delhi,Saket,Saket District Centre Road,Working,92,2024-06-02,2026-03-10
L01660,28.518698,77.195897,South Delhi,Saket,Press Enclave Marg,Working,92,2023-05-12,2026-05-29
L01661,28.735938,77.108966,Outer Delhi,Rohini,Outer Ring Road,Working,72,2023-06-25,2026-02-26
L01662,28.725986,77.116173,Outer Delhi,Rohini,Outer Ring Road,Working,72,2022-12-09,2026-03-11
L01663,28.690425,77.281711,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,84,2024-02-09,2026-04-26
L01664,28.567841,77.246453,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,92,2023-08-07,2026-04-10
L01665,28.56133,77.254196,South Delhi,Lajpat Nagar,Ring Road,Working,98,2022-12-12,2026-02-15
L01666,28.561263,77.246502,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,70,2022-12-17,2026-07-08
L01667,28.666981,77.278123,North-East Delhi,Seelampur,Pushta Road,Working,91,2020-08-28,2026-04-30
L01668,28.669936,77.296053,North-East Delhi,Shahdara,Loni Road,Working,93,2024-07-08,2026-05-17
L01669,28.522546,77.221466,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,79,2022-03-29,2026-06-29
L01670,28.558118,77.23685,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,100,2022-01-17,2026-04-17
L01671,28.51556,77.20037,South Delhi,Saket,Press Enclave Marg,Faulty,24,2021-10-24,2026-06-19
L01672,28.693399,77.269771,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,86,2021-01-24,2026-03-10
L01673,28.548811,77.206633,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,76,2022-11-08,2026-07-08
L01674,28.549106,77.202389,South Delhi,Hauz Khas,August Kranti Marg,Working,88,2024-06-08,2026-02-19
L01675,28.673419,77.290566,North-East Delhi,Shahdara,Grand Trunk Road,Working,94,2021-09-17,2026-04-25
L01676,28.727874,77.10572,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,71,2021-01-20,2026-04-02
L01677,28.541641,77.194516,South Delhi,Hauz Khas,August Kranti Marg,Working,76,2020-07-29,2026-03-24
L01678,28.85,77.088833,Outer Delhi,Narela,Bawana Road,Working,87,2021-06-30,2026-05-05
L01679,28.789511,77.026382,Outer Delhi,Bawana,Kanjhawala Road,Working,76,2020-12-03,2026-03-04
L01680,28.849727,77.094606,Outer Delhi,Narela,Narela Road,Working,92,2021-02-26,2026-06-14
L01681,28.525273,77.208133,South Delhi,Saket,Mandir Marg,Working,81,2020-03-12,2026-04-20
L01682,28.546095,77.202997,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,78,2020-04-04,2026-05-01
L01683,28.725492,77.108401,Outer Delhi,Rohini,Outer Ring Road,Working,79,2020-12-31,2026-07-08
L01684,28.66,77.273366,North-East Delhi,Seelampur,Pushta Road,Working,85,2022-03-20,2026-04-01
L01685,28.66,77.267934,North-East Delhi,Seelampur,Seelampur Main Road,Working,80,2024-05-08,2026-07-01
L01686,28.85,77.100963,Outer Delhi,Narela,Lampur Road,Working,84,2024-08-30,2026-06-25
L01687,28.703446,77.260051,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,74,2022-03-21,2026-05-25
L01688,28.67547,77.294137,North-East Delhi,Shahdara,Grand Trunk Road,Working,71,2021-05-06,2026-05-08
L01689,28.713432,77.103603,Outer Delhi,Rohini,Outer Ring Road,Working,75,2021-05-04,2026-01-22
L01690,28.6629,77.271369,North-East Delhi,Seelampur,Gautam Puri Road,Working,92,2021-08-22,2026-02-07
L01691,28.567049,77.242005,South Delhi,Lajpat Nagar,Ring Road,Working,95,2023-09-03,2026-04-24
L01692,28.796281,77.049997,Outer Delhi,Bawana,Kanjhawala Road,Working,85,2024-01-16,2026-06-11
L01693,28.546105,77.22273,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Faulty,10,2023-02-23,2026-04-13
L01694,28.583113,77.248744,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,86,2022-04-30,2026-05-09
L01695,28.667374,77.268854,North-East Delhi,Seelampur,Gautam Puri Road,Working,78,2021-08-26,2026-03-16
L01696,28.716991,77.109185,Outer Delhi,Rohini,Outer Ring Road,Working,90,2023-04-18,2026-01-29
L01697,28.692192,77.265513,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,90,2021-03-08,2026-05-15
L01698,28.801747,77.027567,Outer Delhi,Bawana,Bawana Road,Working,93,2023-11-09,2026-01-21
L01699,28.561896,77.249555,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Faulty,15,2023-02-12,2026-03-13
L01700,28.701012,77.266904,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,81,2020-07-21,2026-05-11
L01701,28.798178,77.026686,Outer Delhi,Bawana,Bawana Road,Working,76,2024-02-14,2026-02-05
L01702,28.56582,77.238578,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,82,2023-05-13,2026-02-16
L01703,28.792464,77.022053,Outer Delhi,Bawana,Kanjhawala Road,Working,70,2023-06-24,2026-04-10
L01704,28.675965,77.278333,North-East Delhi,Seelampur,Seelampur Main Road,Working,88,2022-01-22,2026-04-18
L01705,28.543714,77.205925,South Delhi,Hauz Khas,August Kranti Marg,Working,82,2022-03-11,2026-03-20
L01706,28.529881,77.207262,South Delhi,Saket,Saket District Centre Road,Working,81,2022-05-04,2026-01-24
L01707,28.840975,77.090524,Outer Delhi,Narela,Narela Road,Working,79,2021-07-19,2026-05-09
L01708,28.793992,77.037106,Outer Delhi,Bawana,Kanjhawala Road,Working,77,2023-07-13,2026-02-26
L01709,28.536761,77.185181,South Delhi,Hauz Khas,August Kranti Marg,Working,74,2024-06-28,2026-06-26
L01710,28.792774,77.037402,Outer Delhi,Bawana,Auchandi Road,Working,85,2021-11-05,2026-02-15
L01711,28.542068,77.213534,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,73,2021-10-30,2026-03-04
L01712,28.72307,77.104478,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,86,2023-04-06,2026-05-20
L01713,28.71991,77.117295,Outer Delhi,Rohini,Outer Ring Road,Working,94,2020-06-18,2026-04-19
L01714,28.734125,77.111347,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Faulty,6,2022-08-15,2026-06-19
L01715,28.667646,77.299618,North-East Delhi,Shahdara,Chhajjupur Road,Working,76,2021-08-08,2026-03-27
L01716,28.551493,77.208744,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,73,2024-02-19,2026-02-25
L01717,28.534788,77.204207,South Delhi,Saket,Mandir Marg,Working,89,2020-04-29,2026-04-23
L01718,28.675769,77.263479,North-East Delhi,Seelampur,Pushta Road,Working,98,2023-07-02,2026-01-14
L01719,28.799398,77.029621,Outer Delhi,Bawana,Kanjhawala Road,Working,94,2020-02-01,2026-03-19
L01720,28.67585,77.29022,North-East Delhi,Shahdara,Loni Road,Working,89,2021-02-28,2026-04-12
L01721,28.666478,77.274005,North-East Delhi,Seelampur,Seelampur Main Road,Working,83,2023-08-26,2026-06-24
L01722,28.688202,77.28338,North-East Delhi,Shahdara,Grand Trunk Road,Working,96,2024-01-25,2026-06-23
L01723,28.66,77.279698,North-East Delhi,Seelampur,Seelampur Main Road,Working,75,2023-01-26,2026-07-06
L01724,28.66,77.264323,North-East Delhi,Seelampur,Seelampur Main Road,Working,89,2023-03-16,2026-02-05
L01725,28.545245,77.20526,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,72,2020-12-23,2026-03-20
L01726,28.721345,77.279155,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,73,2020-11-12,2026-04-30
L01727,28.531043,77.214017,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,96,2020-06-24,2026-01-26
L01728,28.798144,77.02654,Outer Delhi,Bawana,Bawana Road,Working,89,2022-02-03,2026-06-23
L01729,28.674641,77.291304,North-East Delhi,Shahdara,Grand Trunk Road,Working,84,2023-09-29,2026-02-17
L01730,28.53043,77.199425,South Delhi,Saket,Mandir Marg,Working,78,2024-01-23,2026-01-11
L01731,28.521088,77.205094,South Delhi,Saket,Press Enclave Marg,Working,97,2020-03-03,2026-01-24
L01732,28.535072,77.205064,South Delhi,Saket,Press Enclave Marg,Working,99,2024-02-16,2026-04-13
L01733,28.514666,77.207523,South Delhi,Saket,Mandir Marg,Working,91,2024-04-18,2026-07-08
L01734,28.66,77.265085,North-East Delhi,Seelampur,Seelampur Main Road,Working,88,2020-06-12,2026-02-13
L01735,28.737712,77.112216,Outer Delhi,Rohini,Outer Ring Road,Working,94,2023-08-13,2026-06-17
L01736,28.802313,77.027439,Outer Delhi,Bawana,Kanjhawala Road,Working,85,2022-06-10,2026-04-13
L01737,28.842896,77.065487,Outer Delhi,Narela,Lampur Road,Working,90,2021-05-10,2026-05-10
L01738,28.791601,77.025972,Outer Delhi,Bawana,Bawana Road,Working,95,2021-09-15,2026-04-29
L01739,28.781551,77.033613,Outer Delhi,Bawana,Auchandi Road,Working,72,2020-01-13,2026-03-20
L01740,28.67594,77.282057,North-East Delhi,Seelampur,Pushta Road,Working,72,2020-05-28,2026-02-25
L01741,28.84146,77.071486,Outer Delhi,Narela,Lampur Road,Working,76,2020-09-08,2026-04-02
L01742,28.724745,77.093827,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,98,2023-11-05,2026-03-07
L01743,28.522217,77.207204,South Delhi,Saket,Mandir Marg,Faulty,3,2020-09-25,2026-04-04
L01744,28.510138,77.197089,South Delhi,Saket,Press Enclave Marg,Working,83,2023-02-19,2026-01-21
L01745,28.56923,77.233241,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,85,2022-07-06,2026-05-21
L01746,28.565338,77.256748,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,93,2024-08-07,2026-02-23
L01747,28.665822,77.267365,North-East Delhi,Seelampur,Pushta Road,Working,97,2021-12-02,2026-05-03
L01748,28.732537,77.120958,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,92,2022-06-24,2026-06-27
L01749,28.515808,77.214549,South Delhi,Saket,Mandir Marg,Working,92,2024-07-14,2026-03-09
L01750,28.697573,77.270277,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,86,2020-05-28,2026-06-07
L01751,28.719763,77.117409,Outer Delhi,Rohini,Outer Ring Road,Faulty,7,2023-12-06,2026-06-11
L01752,28.843765,77.089601,Outer Delhi,Narela,Bawana Road,Working,92,2020-04-03,2026-05-15
L01753,28.571443,77.234523,South Delhi,Lajpat Nagar,Ring Road,Working,95,2023-09-27,2026-04-11
L01754,28.515667,77.201326,South Delhi,Saket,Saket District Centre Road,Working,93,2021-02-26,2026-01-17
L01755,28.719591,77.113099,Outer Delhi,Rohini,Outer Ring Road,Working,74,2021-01-08,2026-04-29
L01756,28.563741,77.23564,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,79,2023-08-06,2026-02-19
L01757,28.701887,77.276784,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,97,2023-06-03,2026-01-30
L01758,28.5145,77.214811,South Delhi,Saket,Saket District Centre Road,Working,92,2023-10-13,2026-03-08
L01759,28.518646,77.197062,South Delhi,Saket,Saket District Centre Road,Working,75,2023-11-12,2026-06-06
L01760,28.83976,77.109216,Outer Delhi,Narela,Lampur Road,Working,81,2021-06-11,2026-04-13
L01761,28.788665,77.032036,Outer Delhi,Bawana,Auchandi Road,Working,95,2024-05-06,2026-02-13
L01762,28.564431,77.252048,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,74,2023-12-10,2026-01-29
L01763,28.837519,77.106154,Outer Delhi,Narela,Narela Road,Faulty,3,2022-10-25,2026-01-27
L01764,28.708206,77.270627,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,82,2021-07-07,2026-02-04
L01765,28.569556,77.258962,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,77,2020-10-10,2026-02-23
L01766,28.518157,77.219431,South Delhi,Saket,Press Enclave Marg,Working,99,2024-02-08,2026-02-20
L01767,28.675532,77.281038,North-East Delhi,Seelampur,Gautam Puri Road,Working,75,2023-04-12,2026-02-11
L01768,28.540282,77.217363,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,93,2023-09-22,2026-06-20
L01769,28.687687,77.260512,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,72,2023-09-30,2026-04-03
L01770,28.568745,77.253465,South Delhi,Lajpat Nagar,Veer Savarkar Marg,Working,98,2021-12-10,2026-02-25
L01771,28.809963,77.042729,Outer Delhi,Bawana,Kanjhawala Road,Working,86,2022-10-20,2026-07-01
L01772,28.707303,77.112346,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,84,2022-04-04,2026-05-12
L01773,28.557657,77.246099,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,87,2024-05-30,2026-06-30
L01774,28.530293,77.197056,South Delhi,Saket,Mandir Marg,Working,85,2020-04-16,2026-01-14
L01775,28.569206,77.249124,South Delhi,Lajpat Nagar,Ring Road,Working,77,2022-05-10,2026-05-25
L01776,28.694862,77.261647,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,84,2024-03-02,2026-06-24
L01777,28.728196,77.088079,Outer Delhi,Rohini,Outer Ring Road,Working,88,2020-10-22,2026-02-06
L01778,28.550276,77.207818,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,86,2023-08-08,2026-03-18
L01779,28.697788,77.275059,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,78,2020-03-28,2026-03-15
L01780,28.8374,77.094006,Outer Delhi,Narela,Lampur Road,Working,77,2023-07-28,2026-06-28
L01781,28.544118,77.206535,South Delhi,Hauz Khas,August Kranti Marg,Working,74,2022-06-11,2026-06-05
L01782,28.849459,77.083598,Outer Delhi,Narela,Bawana Road,Working,95,2021-12-26,2026-07-09
L01783,28.567632,77.231259,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,86,2021-10-18,2026-04-06
L01784,28.524705,77.20159,South Delhi,Saket,Press Enclave Marg,Working,74,2020-05-07,2026-06-08
L01785,28.538313,77.222428,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,71,2020-11-09,2026-01-16
L01786,28.728937,77.121233,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,95,2023-06-18,2026-06-21
L01787,28.719058,77.115261,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Faulty,18,2023-04-15,2026-05-30
L01788,28.6676,77.295431,North-East Delhi,Shahdara,Chhajjupur Road,Working,83,2021-03-29,2026-01-18
L01789,28.838522,77.089067,Outer Delhi,Narela,Lampur Road,Working,95,2023-03-17,2026-05-31
L01790,28.665454,77.275794,North-East Delhi,Seelampur,Gautam Puri Road,Working,96,2024-03-12,2026-04-29
L01791,28.680727,77.284717,North-East Delhi,Shahdara,Loni Road,Faulty,28,2022-04-09,2026-05-10
L01792,28.533279,77.213351,South Delhi,Hauz Khas,August Kranti Marg,Working,85,2021-04-07,2026-07-08
L01793,28.530435,77.190383,South Delhi,Saket,Press Enclave Marg,Working,79,2021-05-14,2026-02-15
L01794,28.836066,77.095597,Outer Delhi,Narela,Lampur Road,Working,93,2024-10-25,2026-03-09
L01795,28.735107,77.104553,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,90,2023-06-15,2026-07-04
L01796,28.715815,77.289645,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,80,2024-11-22,2026-03-01
L01797,28.527788,77.215435,South Delhi,Hauz Khas,August Kranti Marg,Working,90,2020-11-18,2026-05-13
L01798,28.572417,77.240593,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,97,2020-09-13,2026-03-16
L01799,28.544851,77.206342,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,95,2020-12-15,2026-01-27
L01800,28.789606,77.019213,Outer Delhi,Bawana,Auchandi Road,Working,82,2024-04-25,2026-06-15
L01801,28.727551,77.110939,Outer Delhi,Rohini,Outer Ring Road,Working,80,2024-08-07,2026-01-13
L01802,28.505282,77.217671,South Delhi,Saket,Press Enclave Marg,Working,76,2023-09-09,2026-04-02
L01803,28.543942,77.210252,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,70,2021-04-30,2026-06-12
L01804,28.530419,77.214629,South Delhi,Saket,Saket District Centre Road,Working,99,2022-04-10,2026-06-28
L01805,28.665966,77.258545,North-East Delhi,Seelampur,Gautam Puri Road,Working,98,2021-02-25,2026-05-05
L01806,28.842929,77.104597,Outer Delhi,Narela,Lampur Road,Working,75,2023-05-13,2026-01-17
L01807,28.718414,77.116896,Outer Delhi,Rohini,Outer Ring Road,Working,100,2020-06-28,2026-04-17
L01808,28.559293,77.198807,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,97,2020-03-12,2026-05-08
L01809,28.799993,77.040087,Outer Delhi,Bawana,Bawana Road,Working,71,2023-05-05,2026-05-02
L01810,28.84548,77.107261,Outer Delhi,Narela,Lampur Road,Working,74,2023-02-05,2026-03-30
L01811,28.723306,77.121511,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,79,2020-02-01,2026-04-01
L01812,28.535976,77.207495,South Delhi,Saket,Saket District Centre Road,Working,87,2020-03-05,2026-02-03
L01813,28.671412,77.286694,North-East Delhi,Shahdara,Chhajjupur Road,Working,76,2021-12-15,2026-06-20
L01814,28.705049,77.284037,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,72,2022-04-18,2026-05-18
L01815,28.52136,77.209534,South Delhi,Saket,Mandir Marg,Working,78,2024-07-09,2026-03-08
L01816,28.533161,77.205568,South Delhi,Saket,Mandir Marg,Working,80,2020-01-14,2026-04-05
L01817,28.529461,77.207763,South Delhi,Saket,Saket District Centre Road,Working,75,2024-03-30,2026-04-16
L01818,28.673419,77.259678,North-East Delhi,Seelampur,Pushta Road,Working,82,2020-03-29,2026-04-11
L01819,28.792827,77.032297,Outer Delhi,Bawana,Auchandi Road,Working,81,2020-05-12,2026-03-16
L01820,28.570704,77.245164,South Delhi,Lajpat Nagar,Ring Road,Working,71,2021-09-11,2026-05-09
L01821,28.66,77.254775,North-East Delhi,Seelampur,Pushta Road,Working,71,2023-12-30,2026-01-18
L01822,28.551771,77.207364,South Delhi,Hauz Khas,August Kranti Marg,Working,72,2024-12-05,2026-03-17
L01823,28.716815,77.259091,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,82,2021-09-18,2026-03-07
L01824,28.66,77.294388,North-East Delhi,Shahdara,Chhajjupur Road,Working,79,2022-02-08,2026-05-14
L01825,28.664578,77.2881,North-East Delhi,Shahdara,Chhajjupur Road,Working,79,2022-01-27,2026-02-02
L01826,28.843449,77.094957,Outer Delhi,Narela,Lampur Road,Working,98,2022-03-13,2026-03-12
L01827,28.679208,77.273129,North-East Delhi,Shahdara,Chhajjupur Road,Working,94,2020-03-22,2026-06-08
L01828,28.524815,77.197748,South Delhi,Saket,Press Enclave Marg,Working,99,2020-02-27,2026-03-15
L01829,28.672537,77.267238,North-East Delhi,Seelampur,Pushta Road,Working,77,2020-10-05,2026-03-22
L01830,28.574473,77.246765,South Delhi,Lajpat Nagar,Ring Road,Working,72,2024-08-05,2026-02-24
L01831,28.56966,77.237285,South Delhi,Lajpat Nagar,Ring Road,Working,97,2020-08-03,2026-02-19
L01832,28.57385,77.246662,South Delhi,Lajpat Nagar,Feroze Gandhi Road,Working,80,2022-03-29,2026-03-19
L01833,28.513327,77.201819,South Delhi,Saket,Saket District Centre Road,Working,98,2022-08-01,2026-04-26
L01834,28.673116,77.270865,North-East Delhi,Seelampur,Pushta Road,Working,95,2020-03-03,2026-04-15
L01835,28.696777,77.280073,North-East Delhi,Yamuna Vihar,Bhajanpura Main Road,Working,94,2023-06-08,2026-04-24
L01836,28.66,77.284648,North-East Delhi,Shahdara,Loni Road,Working,72,2022-07-04,2026-05-24
L01837,28.791965,77.039176,Outer Delhi,Bawana,Bawana Road,Working,87,2022-07-30,2026-07-08
L01838,28.83375,77.092144,Outer Delhi,Narela,Lampur Road,Working,99,2021-01-01,2026-05-05
L01839,28.680704,77.28893,North-East Delhi,Shahdara,Loni Road,Working,82,2020-06-07,2026-07-10
L01840,28.550361,77.203073,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,70,2022-08-14,2026-07-08
L01841,28.553637,77.204946,South Delhi,Hauz Khas,August Kranti Marg,Working,76,2022-12-14,2026-05-11
L01842,28.85,77.103646,Outer Delhi,Narela,Narela Road,Working,78,2023-11-08,2026-05-08
L01843,28.554032,77.208678,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,78,2022-07-05,2026-03-30
L01844,28.71985,77.111851,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,75,2020-04-15,2026-01-24
L01845,28.578029,77.249586,South Delhi,Lajpat Nagar,Ring Road,Working,94,2024-08-22,2026-05-09
L01846,28.665822,77.281367,North-East Delhi,Shahdara,Chhajjupur Road,Faulty,4,2024-09-29,2026-06-05
L01847,28.678193,77.294571,North-East Delhi,Shahdara,Grand Trunk Road,Working,77,2020-11-16,2026-04-10
L01848,28.724934,77.11381,Outer Delhi,Rohini,Outer Ring Road,Working,75,2022-02-09,2026-03-15
L01849,28.725854,77.112909,Outer Delhi,Rohini,Bhagwan Mahavir Marg,Working,96,2022-10-09,2026-05-01
L01850,28.539498,77.206457,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,86,2020-03-15,2026-07-10
L01851,28.533897,77.197538,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,70,2021-06-01,2026-05-14
L01852,28.666984,77.26511,North-East Delhi,Seelampur,Pushta Road,Working,94,2021-10-18,2026-04-18
L01853,28.52011,77.207625,South Delhi,Saket,Saket District Centre Road,Working,75,2023-08-06,2026-07-04
L01854,28.540349,77.208703,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,95,2024-07-25,2026-04-15
L01855,28.72278,77.106032,Outer Delhi,Rohini,Dr KB Hedgewar Marg,Working,80,2022-10-16,2026-06-12
L01856,28.670196,77.258944,North-East Delhi,Seelampur,Pushta Road,Working,73,2023-07-03,2026-05-06
L01857,28.660035,77.281386,North-East Delhi,Seelampur,Gautam Puri Road,Working,81,2023-12-23,2026-04-13
L01858,28.702112,77.26757,North-East Delhi,Yamuna Vihar,Mangal Pandey Marg,Working,80,2020-06-05,2026-05-02
L01859,28.559879,77.197342,South Delhi,Hauz Khas,Chaudhary Dilip Singh Marg,Working,76,2021-10-26,2026-03-08
L01860,28.552455,77.201533,South Delhi,Hauz Khas,Sri Aurobindo Marg,Working,89,2022-02-24,2026-06-12
L01861,28.719331,77.097709,Outer Delhi,Rohini,Outer Ring Road,Working,97,2023-11-15,2026-01-28
L01862,28.712346,77.267128,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,76,2022-09-11,2026-02-23
L01863,28.700355,77.265738,North-East Delhi,Yamuna Vihar,Wazirabad Road,Working,75,2020-01-28,2026-04-09
